大項目,中項目,名前,染色体,腕,対になるステ,高いといい面,高いと悪い面,相互関係でさらにいい面,相互関係でさらに悪い面,レア度,努力値の閾値,伸びしろ,遺伝方式,遺伝率の基準値,性別限定,他のステへの影響,他の枠への影響
こころ,序列に向かう,序列意識,13番,B,社交,命令系統が保たれる。身分制が安定して動く。上下がはっきりしているので指揮が末端まで通る。式典と儀礼が守られる。,有能な平民を潰す。平民が騎士の上に立つなどありえないという理由だけで受容係数を下げ、抜擢を実際には機能させない。自分より上には従うが下には冷酷になる。低いと（平等志向）身分を無視するので、貴族の下では反抗的に見えて粛清の対象になりやすい。ただし平等志向が多い国では恐怖統治が即座に崩れる。,＋従順→上の命令が末端まで届く。恐怖統治が成立する型。＋誇り→自分の身分の役目は果たす。＋信心→身分を神の定めとして受け入れるので不満が怨恨に転じにくい,＋嫉妬→下からの上昇を組織的に潰し、能力主義が制度としては存在しても機能しない。＋野心が高いのに身分が低い→制度そのものへの怨恨に転じる。体制怨恨の主要な入口。＋残酷さ→下の身分の者を人として扱わなくなる,F,該当なし,該当なし／制度と周囲からうつるのが主で、本人の努力ではほとんど動かない。身分制を緩めると数世代かけて下がる,優劣,低い,なし,従順・誇りと束になる。抜擢の可否を決めるので、あたまの能力値を実質的に無効化しうる。同じ染色体の反対腕が社交なので、格で相手を選ぶ血からは身分をまたいで線を張る者が出にくい,身分ランク＝身分制の硬さそのもの。ポジションランク＝抜擢の受容係数を決める最大の要因。しがらみ＝身分をまたぐ縁組みを拒む。情報＝身分をまたいで情報が渡らなくなる
こころ,序列に向かう,従順,10番,B,野心,命令が通る。無理な賦役でも動く。恐怖統治が成立する。指揮下で隊列が崩れない。,間違った命令も同じだけ通るので、局長が誤れば村ごと死ぬ。自分で考えないので、指揮官が倒れた瞬間に隊が止まる。低いと（自律）命令が通らない。局長にはこころが見えないので、自律の高い男を末端に置いて命令が届かず、産出が説明なく落ちる。ただし自律側は指揮系統が切れても動けるので、災害と敗走のあとに立て直すのはこちら側になる。,＋忍耐→重い賦役でも一揆にならない。＋序列意識→命令が末端まで届く。＋恩義→主を替えない,＋低い正直さの局長の下→不正の実行役になり、露見したとき代わりに罰される（冤罪に近い恨みが残る）。＋執念→従いながら恨みだけ溜める。最も見えにくい謀反予備軍。＋低い論理→命令の意味を確かめずに実行して被害を広げる,N,該当なし,該当なし／幼少期の育て方と、逆らって罰された回数で決まる。成人後は動きにくい,優劣,やや低い,なし,論理・機転が高いほど自律側の価値が上がる。野心と同じ染色体の反対腕なので、従順な血を集めるほど誇りと名誉欲まで一緒に落ち、人を率いられる者がいなくなる,ポジションランク＝末端で使いやすいが、局長が誤ったときの被害が最大になる。しがらみ＝上への服従の線。身分ランク＝自分からは上がらない。情報＝上から降りたものしか持たない
こころ,外に開く,信じやすさ,12番,A,執念,味方のあいだで情報が速く回る。交易で最初の一度を引き受けるので商いが始まる。人が集まる。裏切られるまでは何も損をしない。,讒言と偽情報を素通しする。局長の嘘の報告をそのまま信じて上に流すので、年代記に偽の帰属が刻まれる。詐欺と偽の証文で財を失う。低いと（疑い深さ）誰も信じないので情報が入らず、交易も同盟も成立しない。味方まで疑うのでしがらみの線が細くなる。,＋人読み→信じるが見る目はある。最も情報が集まる型（両立は稀）。＋恩義→信じた相手との線が長く保つ,＋低い嘘を見抜く→騙され続ける。局長の虚偽報告が上に通る主要な経路になる。＋信心→偽の予言と偽の聖遺物に村ごと動く。＋気分の振れ幅が高い→信じきった相手に裏切られると心が折れ、抜けるのに何年もかかる,N,該当なし,該当なし／裏切られるたびに減る一方向。増える方向にはほとんど動かない,優劣,中,なし,嘘を見抜く・人読みが対になって効く（あたまなので遺伝方式が違い連鎖にはできず実行時に掛かる）。同じ染色体の反対腕が執念なので、忘れて信じ直す者と一生忘れない者に分かれる,情報＝入りやすいが真偽が混ざる。財＝騙されて減る。しがらみ＝線は多いが脆い。ポジションランク＝諜報と監査には置けない
こころ,外に開く,社交,13番,A,序列意識,出会う範囲が広がるので結婚相手の候補が増える（結婚は出会う範囲の中でランダムに起きる）。市と祭で商いの線が張れる。情報が集まる。,人と会っている時間は働いていない。噂の中心になるので秘密が漏れる。疫病の年に真っ先に死ぬ。低いと（孤独好み）出会う範囲が狭く、結婚できずに血が途切れる。情報も入らない。ただし一人で続ける仕事（写本・鍛冶・見張り）では努力値がよく積まれる。,＋弁舌→局長候補になる。人を動かせる。＋人読み→誰と組むべきかが分かるので交易と縁組みが強い。＋容姿→出会いが縁組みに変わる率が上がる,＋色欲→出会いの数だけ不倫の線が増え、しがらみが荒れる。＋口の軽さ→村中に秘密が回る。＋信じやすさ→広く騙される,E,該当なし,該当なし／市と祭と交易に出た回数で育つ。村から出ない暮らしでは一生伸びない,優劣,中,なし,弁舌・声・容姿と噛み合う。同じ染色体の反対腕が序列意識なので、身分を越えて交わる者と格で相手を選ぶ者に分かれる,しがらみ＝線の本数そのもの。結婚の成立率に直結する。情報＝集まる。財＝交易の線が張れる。ポジションランク＝人を集める役に向く
こころ,外に開く,好奇心,13番,A,郷土愛,新しい作り方・新しい作物・よその土地の技を持ち帰る。知識は血で伝わらないので、外から持ち込む者がいなければ技術は止まったままになる。未知の職に就いても続く。,続かない。転職を繰り返し、どの職でも努力値が中途半端に終わる（30歳を過ぎると取り返しがつかない）。危険な場所に行きたがる。よその土地から疫病を持ち込む。低いと（保守）新しいものを一切入れないので、村が数百年同じままになる。豊かで安全な国では、そもそも好奇心を伸ばす機会が来ない。,＋理解の速さ→よその技を持ち帰って自分のものにする。技術伝播の主役。＋度胸→遠方に行って生きて戻る。＋伝承意欲→持ち帰った技が次の代に残る,＋短気（忍耐が低い）→どの職も身につかず、生涯を通じて何者にもならない。＋無謀（慎重が低い）→知らない毒と知らない土地で死ぬ。＋郷土愛が低い→村を出て帰らないので労働力が流出する,D,該当なし,該当なし／若いうちに外を見た経験でだけ動く。26歳を過ぎるとほとんど動かない,優劣,やや高い,なし,学習速度・創意と噛み合う。近い職を渡り歩くので転職の引き継ぎ率を実質的に押し上げる。同じ染色体の反対腕が郷土愛なので、外へ出る血と土地に残る血が同時には濃くならない,情報＝外から入る数少ない経路のひとつ。スキル＝広く浅くなる。しがらみ＝よそ者との線が張られる。身分ランク＝身分を無視して動くので浮く
こころ,外に開く,郷土愛,13番,B,好奇心,村を出ないので労働力が残る。土地を守るために戦うので防衛戦で異常に強い。近隣で結婚するので村の結束が保たれる。,よそ者を受け入れない。捕虜の血が入らないので遺伝子プールが狭まり、悪い組み合わせが出やすくなる。出稼ぎに行かないので、不作の年に村ごと死ぬ。低いと（開放）よそへ移るので、育てた人材がそのまま流出する。,＋度胸→防衛戦の中核になる。＋恩義→村の相互扶助が厚くなる。＋伝承意欲→土地に固有の技が何代も残る,＋序列意識が高い→よそ者を下の身分として固定する。出自による差別の本体になる。＋嫉妬→流入者を潰す。＋執念→よその村との恨みが何代も続く,N,該当なし,該当なし／その土地で過ごした年数で育つ。移住させると失われ、次の土地では同じ高さまで戻らない,優劣,低い,なし,防衛時にだけ度胸を押し上げる。同じ染色体の反対腕が好奇心なので、閉じた村ほど外の技が入らない,しがらみ＝村の中で完結する。血統＝出自ラベルが混ざらない。情報＝外の情報が入らない。財＝土地に固定される
こころ,外に開く,信心,13番,B,口の軽さ,苦しみに意味を与えるので、飢饉と疫病でも心が折れにくい（不満が民心の低下に転じにくい）。称号でも財でもなく儀礼で満たせる欲なので、報酬コストが安い。誓いを破らない。,教会が命令系統の外にある。信心の高い者は局長の命令より司祭の言葉を採る。偽の預言と偽の聖遺物で村ごと動く。断食と喜捨で財と体力を減らす。異端とされた者を焼く。低いと（世俗）誓いに縛られないので裏切りやすく、また苦しみに意味を持てないので飢饉で心が折れやすい。,＋忍耐→どんな年でも耐える。最も飢饉に強い心の型。＋恩義→誓いと恩の両方で縛られるので裏切らない。＋長期の記憶→経典と儀礼を正確に伝える,＋信じやすさ→偽の預言者に村ごと付いていく。＋残酷さ→異端狩り。殺された側の家系に体制怨恨が刻まれる。＋序列意識→身分を神の定めとして固定し、上昇そのものを罪と見なす,F,該当なし,該当なし／村と司祭からうつるのが主。飢饉や疫病を生きて越えた年に大きく跳ねる,優劣,低い,なし,心が折れる状態異常への抵抗として、忍耐を実質的に押し上げる。同じ染色体の反対腕が口の軽さで、誓いと告解の秘密を守る側になる,しがらみ＝教会という別系統の線が張られる。ポジションランク＝局長の命令と競合する。財＝喜捨で減る。情報＝説教が唯一の外部情報になる村がある
こころ,外に開く,口の軽さ,13番,A,信心,情報が村と国の中を速く回る。敵の接近・疫病・不作といった危険が早く伝わる。よその技と相場が広まる。知識は人から人へしか渡らないので、これが低い国では知っていることが動かない。,秘密が守れない。出兵の予定・粛清の対象・誰が誰の子か・帳簿の中身が漏れる。噂は伝わるうちに歪むので、偽の帰属が広まる経路になる（局長の嘘が定着するのもここ）。漏らした相手の家に恨みを買う。低いと（口が堅い）秘密は守るが危険も伝わらず、村が知らないまま飢饉に入る。,＋社交→情報の集散点になる。市と祭の中心。＋観察→本当に重要なことを正確に広める（両立は稀）,＋嘘のうまさ→噂を作って流せる。讒言の実行経路そのもの。＋嫉妬→他人の落ち度だけを選んで広める。＋気分の振れ幅が高い→感情で色を付けて伝えるので、事実が原型を留めない,N,該当なし,該当なし／漏らして痛い目に遭うと少し減る。増える方向にはほとんど動かない,優劣,中,なし,弁舌・社交と束になる。同じ染色体の反対腕が信心なので、誓いと告解の秘密を守る血からは噂の運び手が出にくい,情報＝伝播の速さそのもの。しがらみ＝漏らした相手からの恨み。ポジションランク＝諜報と出納には置けない。財＝商いの手札が漏れて損をする
こころ,律する,色欲,14番,A,潔癖,子が多い。血が広く残る。求愛のために着飾り、働き、戦功を立てる（動機として強い）。結婚が出会う範囲のランダムなので、色欲の高い者は候補を自分から広げる。,原則1対1・重複なしの結婚の例外はここから出る。不倫の線と恋人の線が張られ、しがらみが荒れる。相手の伴侶に恨みの線が生まれ、それが個人怨恨として一生残る。失恋は状態異常として全ステに乗る。父の分からない子ができ、血統ラベルと相続が濁る。身分をまたいだ関係は双方の家に恥をもたらす。低いと（淡泊）子が少なく家系が細る。,＋容姿＋社交→出会いの数が増え、子の数が跳ねる。＋繁殖力→家系が最も広がる型。＋情→相手を捨てないので線が荒れにくい,＋気分の振れ幅が高い→恋と失恋を繰り返し、そのたびに全ステが落ちる。＋執念→振られた相手を家系ごと一生恨む。＋低い正直さ→隠すので発覚が遅れ、露見したときの恨みが最大になる。＋序列意識→身分違いの相手を捨てるので、捨てられた側の家系に恨みが残る,E,該当なし,該当なし／生まれつき。老いの倍率で実際の行動が減るだけで、素の値は動かない,優劣,高い,なし,繁殖力・容姿と噛み合う（からだなので遺伝方式が違い連鎖にはできず実行時に掛かる）。集中を落とす。同じ染色体の反対腕が潔癖,しがらみ＝最も荒らす。伴侶・恋人・不倫・恨みの線を同時に増やす。身分ランク＝身分違いの関係で下がることがある。財＝私生児への分配で散る。ポジションランク＝醜聞で失う。情報＝寝所で秘密が漏れる
こころ,律する,残酷さ,12番,B,情,粛清・間引き・見せしめができる。捕虜の扱いで敵を屈服させる。飢饉のとき口減らしを実行できるので村としては生き延びる。屠畜・刑吏・戦場の始末という、誰かがやらねばならない仕事が回る。,やった分だけ体制怨恨が積まれる。しかも殺された側の家系に継承され、3世代後に謀反として返る。冤罪の処刑が最も純度の高い恨みを生む。身内にも同じ刃が向くので家庭が壊れ、子が育たない。低いと（慈悲）捕虜を殺せず、逃がした敵が情報を持ち帰る。見せしめができないので、一度緩んだ規律が戻らない。,＋度胸→戦場で最後まで始末をつける。＋非情（情が低い）→粛清が実際に執行される。統治としての効率は最も高い,＋序列意識が高い→下の身分を人として扱わず、村ぐるみの体制怨恨になる。＋執念→報復が果てしなくなり、両家の血が絶えるまで続く。＋気分の振れ幅が高い→機嫌次第で人を殺す。誰も予測できないので周囲が全員恨みに転じる,D,該当なし,該当なし／人を殺した回数で育ち、ほとんど戻らない。ただし生まれつき慈悲深い者は、何度戦場に出しても人を殺せるようにならない,優劣,やや高い,なし,情と対で効く（同じ染色体の反対腕）。痛覚の鈍さとは無関係で、混同すると人選を誤る,しがらみ＝体制怨恨の最大の発生源。ポジションランク＝刑吏と軍務に向くが、置けば置くほど怨恨が積む。情報＝拷問で引き出せるが偽情報が混ざる。身分ランク＝恐怖で保つ
こころ,律する,潔癖,14番,B,色欲,傷が膿みにくい。井戸と食物を汚さないので村の疫病の発生が減る。手先の仕事で不良を出さない。帳簿と誓いを汚さないので不正に加担しない。,汚れ仕事を引き受けない（屠畜・葬送・便所・戦場の始末）。誰かがやらねばならない仕事が回らなくなる。他人の不潔と不正を許せないので村の中で孤立する。不正を告発して、告発された側の家系に恨みを買う。低いと（無頓着）疫病を持ち込み、傷が膿む。だが汚れ仕事を厭わないので、誰も就かない職に就ける。,＋病への強さ→疫病の年に生き残るので看護に置ける。＋手先の器用さ→細工と医術の質が上がる。＋正直さ→帳簿が汚れない,＋誇り→汚れ仕事を一切せず、飢えても施しを受けない。＋序列意識→身分の低い者を汚れているとして扱う。出自差別の一形態。＋執念→一度見た不正を一生許さず、告発を続けて逆に潰される,F,該当なし,該当なし／育った家の習わしでほぼ決まる。戦場と疫病を見ると下がる方向にだけ動く,優劣,中,なし,病への強さ・傷の治りを実質的に押し上げる。同じ染色体の反対腕が色欲で、身を律する側と欲に従う側に分かれる,スキル＝医術と細工の質が上がる。ポジションランク＝汚れ仕事の役に就かない。しがらみ＝告発で恨みを買う。情報＝不正を見つける
こころ,律する,恩義,10番,B,誇り,受けた恩を返す。しがらみの正の線が実際に機能する。飢饉のとき助けた相手が助け返す。主を替えない。証文がなくても約束が守られる（中世では文書より重い）。,借りが枷になる。恩人が謀反を起こせば、正しくないと分かっていても付いていく。恩人の無能な子を役に据える。返しきれない借りを負うと、返すために罪を犯す。低いと（忘恩）借りを踏み倒せるので身軽だが、二度目は誰も助けない。飢饉の年に村から孤立して死ぬ。,＋情→村の相互扶助の中核。飢饉の生存率が最も高い型。＋執念→恩も恨みも忘れない。一度味方になれば一生味方。＋信心→誓いと恩の二重で縛られる,＋従順＋恩人が謀反側→本人に野心がなくても謀反の頭数になる。こころ単独では起きないが、しがらみが揃うとこうなる典型。＋低い正直さ→恩返しのために帳簿を偽る。＋序列意識→身分の高い恩人の言いなりになる,E,該当なし,該当なし／実際に助けられた経験と家の習わしで育つ。踏み倒して得をした経験で減る,優劣,やや低い,なし,情・執念と束になる。野心・誇り・名誉欲の反対腕にあるので、恩で縛れる者ばかりを集めると上に立てる者がいなくなる,しがらみ＝借りの線が実効を持つかどうかを決める。財＝返済で減る。ポジションランク＝恩人の縁故で就き、恩人と共に落ちる。情報＝恩人には隠さない
こころ,律する,正直さ,14番,B,貪欲,報告が歪まない。局長として置けば、不作も敗戦もそのまま上がってくる。オーナーが正しい事実を得られる数少ない経路になる。証文がなくても取引が成立する。誓いを守る。,交渉で手の内を全部見せるので、外交と商いで必ず損をする。言わなくてよい事実を言って人を傷つけ、恨みを買う。敵に問われて本当のことを答える。隠すべき味方の秘密を守れない。低いと（偽り）帳簿を偽り報告を歪めるので、真の原因と公表された帰属がずれる。それは年代記に残り、後世のオーナーも真実には辿り着けない。,＋誇り→買収も脅迫も効かない。監査と出納に置ける唯一の型。＋観察→見たままを正確に上げる。最良の目になる。＋潔癖→帳簿が二重に守られる,＋低い嘘のうまさ→隠し事が全部顔に出るので諜報に使えない。＋保身が高く正直さが低い→都合の悪い事実を握り潰す。産出の低下が発覚したときには手遅れ。＋嘘のうまさが高く正直さが低い→局長の嘘が通る。オーナーには同じ事実しか見えず、無能なのかグルなのか区別がつかない,F,該当なし,該当なし／一度嘘で大きく得をすると下がる。上がる方向にはほとんど動かない,優劣,中,なし,あたまの嘘のうまさは「できるか」、これは「やるか」。別物として掛かる（遺伝方式が違うので同じ染色体には載らない）。同じ染色体の反対腕は貪欲で、秤を誤魔化す欲と対になっている,情報＝真の原因と公表された帰属がずれるかどうかを決める。ポジションランク＝監査・出納・報告の役の適性。財＝正直な商人は儲からない。しがらみ＝約束が実効を持つ
こころ,揺れる,気分の振れ幅,11番,B,図太さ,単独では何も起こさない。他のこころを増幅する乗数である。振れ幅が高いと喜びも怒りも信心も恋も深くなり、同じ野心・同じ勤勉でも実際に動く量が大きい。芸・詩・信仰・求愛の熱はここから出る。,不満も同じ倍率で増幅される（不満＝Σ（欲の強度×未充足度）×この値）。満たされない月は民心を大きく引き下げる。心が折れる・恐慌・悲しみ・恋といった状態異常に入りやすく、抜けるのが遅い。月ごとに別人のように振れるが、局長にはこの値が見えないので気まぐれな男としか映らず、要の役に据えて事故を起こす。低いと（動じない）どんな欲も薄くなるので、褒賞でも脅しでも動かない。オーナーが外から操作できる手が全部効かなくなる。,＋信心→深い信仰になり、飢饉の村を支える。＋名誉欲→褒賞ひとつで人が変わる。最も安く動かせる型。＋創意→芸と工夫が跳ねる,＋自責（他責が低い）＋低い理解の速さ→集団自殺の遺伝的前提。誰とも戦わずに生産・繁殖・摂食が止まる。＋執念→恨みが薄れず、年々濃くなる。＋色欲→恋と失恋のたびに全ステが落ちる。＋臆病（度胸が低い）→恐慌が伝染する起点になる。＋野心→立場で積み上げた分まで増幅されるので、引き上げた者ほど満たされない月の落差が大きい,C,該当なし,該当なし／生まれつき。状態異常で一時的に大きく振れるが、素の値は生涯動かない,優劣,高い,なし,こころ全てに掛かる乗数（立場で積んだ野心の分にも掛かる）。あたまの集中を落とす。同じ染色体の反対腕が図太さで、折れない者と揺れる者に分かれる,しがらみ＝線の濃さを決める（愛も恨みも濃くなる）。ポジションランク＝要の役に置くと事故が起きる。情報＝感情で色を付けて伝える。財＝浪費と蓄えを繰り返す
こころ,揺れる,図太さ,11番,A,気分の振れ幅,心が折れない。折れる状態異常への抵抗そのもの。敗戦・粛清・飢饉のあとに立ち直る。人に嫌われても平気なので、憎まれ役の職（取り立て・徴税・刑吏）に就ける。侮辱で判断を曲げない。,人の痛みが分からない。部下が限界でも気づかず働かせて壊す。場を白けさせて交渉を壊す。村の不穏と部下の恨みという危険の兆候に鈍いので、謀反の予兆を最後まで見落とす。低いと（繊細）人の機微が分かり細かい仕事ができるが、一度の失敗と一度の叱責で長く沈む。,＋度胸→敗戦のあとに残って立て直す。＋忍耐→どんな職場でも続く。＋残酷さ→誰も就きたがらない刑吏の職が回る,＋低い場を読む→交渉を壊し、同盟が組めない。＋残酷さ→自分がしていることの重さに気づかず、恨みが積んでいることに最後まで気づかない。＋繊細（図太さが低い）かつ気分の振れ幅が高い→心が折れる状態異常が慢性化し、生涯戻らない,D,該当なし,該当なし／罵られ憎まれる役を続けるほど育つ。折れて立ち上がるたびに一段上がるので、苦労した老人は総じて高い,優劣,高い,なし,気分の振れ幅と対で効く（同じ染色体の反対腕）。場を読むの働きを打ち消す,ポジションランク＝憎まれ役に置ける唯一の型。しがらみ＝恨みの線が張られていることに気づかない。情報＝人の顔色から取れるはずの情報を取り落とす
こころ,揺れる,他責,11番,B,忍耐,不作でも敗戦でも自分を責めないので折れない。怒りが戦意に変わるので、戦闘と復讐で力が出る。理不尽に対して声を上げるので、悪い統治が表に出る。,すべての不幸を誰かのせいにする。天候不順も疫病も局長のせいになるので、体制怨恨の主要な燃料になる。自分の誤りを直さないので同じ失敗を繰り返す。扇動されやすい。低いと（自責）すべてを自分のせいにする。気分の振れ幅が高く理解の速さが低い者に自責が重なると、集団自殺（誰とも戦わずに生産・繁殖・摂食が止まる）の遺伝的前提が揃う。これはオーナー自身が育てた国民の構成でしか起きない。,＋度胸→怒りが前線での粘りになる。＋弁舌→理不尽を言葉にできるので、改革の起点になることもある,＋執念→原因を取り違えたまま何代も恨む。冤罪の裏返しで、無実の相手を家系ごと恨み続ける。＋信じやすさ→扇動者の指す相手をそのまま敵と信じる。＋気分の振れ幅が高く自責側→上記の集団自殺の前提が揃う。＋立場から積んだ野心→降格を全部他人のせいにするので、左遷が恨みに変わる速さが最大になる,E,該当なし,該当なし／理不尽を経験した回数と、扇動された回数で少しずつ他責側に寄る。戻らない,優劣,中,なし,気分の振れ幅で増幅される。忍耐を実質的に削る（同じ染色体の反対腕）,しがらみ＝恨みの向き先を決める（体制怨恨になるか個人怨恨になるか）。ポジションランク＝失敗を部下のせいにする。情報＝原因の帰属を歪めて伝える。財＝損を他人のせいにするので取り立てが荒れる
